QID,Label,Aliases
Q18081397,Renaud,Renaud|Renaud
Q18083285,Marjan,Marjan|Marjan
Q18087246,Efrem,Efrem|Efrem
Q18088111,Justine,Justine|Justine
Q18091406,Andres,Andres|Andres
Q18094029,Ханс-Адам,Hans-Adam|Hans-Adam
Q18107343,Jacint,Daysi|Jacint
Q18107469,Adán,Adán|Adán|Adan
Q18108561,Lissander,Lissander|Lissander
Q18109457,Magnus,Magnus|Magnus
Q18113540,Jasmin,
Q18114309,Jazmín,Jazmín|Jazmín
Q18115390,Edvin,Edvin|Edvin
Q18115751,Fernando,Fernando|Fernando
Q18115844,Ferdinant,Ferdinant|Ferdinant
Q18116891,Giles,Giles|Giles
Q18125428,Han-bin,
Q18126810,Gi-tae,기태|Ki-tae|Ki-thae
Q18126812,Gi-u,Gi-woo|기우|Ki-woo
Q18127753,Man-sik,만식
Q18131014,Sérgio,Sérgio|Sérgio
Q18145507,Lucía,Lucía|Lucía
Q18145734,Théodore,Théodore|Théodore
Q18145823,Xaver,Xaver|Xaver
Q18145837,Adolf,Adolf|Adolf
Q18145956,Donatus,Donatus|Donatus
Q18146061,Gaspard,Gaspard|Gaspard
Q18147196,Dominic,Dominic|Dominic
Q18147462,Theresia,Theresia|Theresia
Q18156200,Koenraad,Koenraad|Koenraad
Q18156205,Conrado,Conrado|Conrado
Q18156208,Zeno,Zeno|Zeno
Q18156278,Zénó,Zénó|Zénó
Q18171804,Alec,Alec|Alec
Q18172325,Barabás,
Q18175298,Conan,Conan|Conan
Q18175374,Bastien,Bastien|Bastien
Q18175760,Eliana,Eliana|Eliana
Q18176264,Casimir,Casimir|Casimir
Q18177153,Monika,
Q18177154,Mónika,Mónika|Mónika
Q18177234,Basilius,Basilius|Basilius
Q18177254,Séverin,Séverin|Séverin
Q18177330,Луи-Самуэль,Louis-Samuel|Louis-Samuel
Q18177338,Reinhard,
Q18180166,Clemens,Clemens|Clemens
Q18180401,Albrecht,Albrecht|Albrecht
Q18180859,Mořic,Mořic|Mořic
Q18181294,Josias,Josias|Josias
Q18182625,Romano,Romano|Romano
Q18182685,Reinhart,Reinhart|Reinhart
Q18184687,Itziar,Itziar|Itziar
Q18186620,Raffaello,Raffaello|Raffaello
Q18191109,Marie-Thérèse,Marie-Thérèse|Marie-Thérèse
Q18192711,Terézia,Terézia|Terézia
Q18193747,Marij,Marij|Marij
Q18193748,Màriu,Màriu|Màriu
Q18194789,Jutta,Jutta|Jutta
Q18199016,Anne-Lise,Anne-Lise|Anne-Lise
Q18199028,Klara,Klara|Klara
Q18201469,Carol,Carol|Carol|Carol
Q18201505,Rhisiart,Rhisiart|Rhisiart
Q18201672,Ema,
Q18201887,Emmy,Emmy|Emmy
Q18202320,Léa,Léa|Léa
Q18202421,Avessalom,Авессалом
Q18204312,Penny,
Q18210327,Su-hui,수희|Soo-hee|Suhui
Q18210475,Talat,
Q18210725,Won-yong,원용
Q18215271,Noreen,Noreen|Noreen
Q18216054,Paolina,Paolina|Paolina
Q18216059,Maksym,Maksym|Maksym
Q18216775,Oprah,Oprah|Oprah
Q18216970,Geremia,Geremia|Geremia
Q18217335,Jeremiasz,Jeremiasz|Jeremiasz
Q18218537,Rachele,Rachele|Rachele
Q18220002,Wifredo,Wifredo|Wifredo
Q18220463,Salvador,Salvador|Salvador
Q18220859,Marlena,Marlena|Marlena
Q18220868,Marià,Marià|Marià
Q18224405,Víctor,Víctor|Víctor
Q18225243,Theres,Theres|Theres
Q18245781,Bill,
Q18288033,Caritone,
Q18316322,Cullen,Cullen|Cullen
Q18324322,Gëzim,Gëzim|Gëzim
Q18325871,Martial,Martial|Martial
Q18327324,Yuriko,ゆり子
Q18327552,Elfriede,Elfriede|Elfriede
Q18328177,Viktoria,Viktoria|Viktoria
Q18338570,Pierre-André,Pierre-André|Pierre-André
Q18339792,Odo,
Q18339796,Otylia,Otylia|Otylia
Q18341238,Néstor,Néstor|Néstor
Q18341258,Ignasi,Ignasi|Ignasi
Q18341354,Breda,Breda|Breda
Q18341985,Cesare,Cesare|Cesare
Q18342029,Costanzo,Costanzo|Costanzo
Q18342151,Benedikt,Benedikt|Benedikt
Q18375272,Momoko,
Q18385133,Carlijn,Carlijn|Carlijn
Q18385316,Joey,Joey|Joey
Q18400650,Louis-Augustin,Louis-Augustin|Louis-Augustin
Q18402148,Pepe,
Q18402188,Evarist,Evarist|Evarist
Q18402192,Evaristo,Evaristo|Evaristo
Q18408895,Камиля,
Q18420725,Wesley,Wesley|Wesley
Q18421869,Raimon,Raimon|Raimon
Q18510601,Vilma,Vilma|Vilma
Q18510606,Eugeniusz,Eugeniusz|Eugeniusz
Q18515712,Antin,Antin|Antin
Q18530134,Domonkos,Domonkos|Domonkos
Q18533467,Doug,Doug|Doug
Q18542667,Georges-André,Georges-André|Georges-André
Q18546206,Godefroy,Godefroy|Godefroy
Q18564353,Hajno,
Q18565341,Knud,Knud|Knud
Q18565343,Canuto,Canuto|Canuto
Q18571610,Rebeca,Rebeca|Rebeca
Q18571611,Rebekka,Rebekka|Rebekka
Q18571940,Vitold,Vitold|Vitold
Q18572334,Willie,Willie|Willie
Q18572888,Mjertyn,
Q18579296,Evgen,Evgen|Evgen
Q18599199,Reimer,Reimer|Reimer
Q18606335,Héloïse,Héloïse|Héloïse
Q18607252,Stephany,Stephany|Stephany
Q18607899,Stefanos,Stefanos|Stefanos
Q18608215,Park,Park|Park
Q18608332,Aziz,Aziz|Aziz
Q18614774,Ype,Ype|Ype
Q18629014,Anjet,Anjet|Anjet
Q18632293,Valerius,Valerius|Valerius
Q18635452,Pierre-Marie,Pierre-Marie|Pierre-Marie
Q18635485,Pascale,Pascale|Pascale
Q18638241,Ester,Ester|Ester
Q18638372,Anastazja,Anastazja|Anastazja
Q18642254,Diederik,Diederik|Diederik
Q18643329,Tatsuoki,
Q18643458,Fritz,
Q18646085,Cheol-hyeon,
Q18649006,Zmitser,
Q18650470,Stephane,Stephane|Stephane
Q18655671,Francisco Javier,Francisco Javier|Francisco Javier
Q18655678,Aiden,Aiden|Aiden
Q18655756,Bluma,
Q18668474,Seraphim,Серафим|Serafim
Q18670563,Sander,Sander|Sander
Q18691933,Felisha,
Q18697301,Geraldo,Geraldo|Geraldo
Q18697427,Eunice,
Q18699280,Helin,
Q18699288,Kia,
Q18699290,Lovise,
Q18699292,Madelen,
Q18703132,Sijtje,Sijtje|Sijtje
Q18704201,Gregers,Gregers|Gregers
Q18720681,Stein,Stein|Stein
Q18745290,Glyndwr,Glyndwr
Q18747960,Azat,
Q18748567,Zdeňka,Zdeňka|Zdeňka
Q18755454,Denys,Denys|Denys
Q18760767,Jaakkima,
Q18760777,Jatta,
Q18760780,Jooa,
Q18760810,Kustaava,
Q18760844,Lyyli,
Q18760868,Martta,Martta|Martta
Q18760882,Miisa,
Q18760895,Moona,
Q18760931,Pauli,Pauli|Pauli
Q18760950,Riina,
Q18760971,Senni,
Q18760980,Sirpa,Sirpa|Sirpa
Q18760983,Sisu,
Q18760988,Solja,
Q18761001,Talvikki,
Q18761017,Tutta,Tutta|Tutta
Q18761029,Vellamo,
Q18857387,Greg,Greg|Greg
Q18916833,Matthyas,
Q18922660,Agavva,
Q18924869,Sibylle,Sibylle|Sibylle
Q18924871,Rainer,Rainer|Rainer
Q18924998,Ulrika,Ulrika|Ulrika
Q18943612,Bryn,Bryn|Bryn
Q18953804,Karima,Karima|Karima
Q18978289,Caner,Caner|Caner
Q18978299,Ciarán,Ciarán|Ciarán
Q18978314,Ditmar,Ditmar|Ditmar
Q18978408,Paulinus,Paulinus|Paulinus
Q18978410,Phinehas,
Q18978440,Tetsushi,てつし
Q18978455,Vissarion,Vissarion|Vissarion
Q18978462,Zosimos,
Q18984731,Ryann,
Q18987455,Shepherd,Shepherd|Shepherd
Q19025523,Balázs,Balázs|Balázs
Q19025545,Kristína,Kristína|Kristína
Q19058075,Esbjörn,Esbjörn|Esbjörn
Q19097518,Taavetti,Taavetti|Taavetti
Q19119664,Ryhor,Ryhor|Ryhor|Рыгор
Q19124044,Gumersindo,Gumersindo|Gumersindo
Q19266574,Östen,Östen|Östen
Q19271626,Roualeyn,
Q19274346,Assalonne,
Q19294838,Dieudonné,Dieudonné|Dieudonné
Q19296233,Merab,
Q19328922,Saad,
Q19359053,Isaäc,Isaäc
Q19371912,Batbayar,
Q19387392,Saladin,Salah al-Din
Q19388363,Shiva,
Q19413256,Stanislau,Станіслаў|Stanisłaŭ
Q19413318,Yahor,Ягор|Jahor
Q19481059,Darya,Дар’я
Q19514831,Iro,Υρώ
Q19523088,Norvald,
Q19559754,Stin,
Q19572265,Dagrun,
Q19598005,Vaclaw,Vaclau
Q19602522,Padma,
Q19623792,Henrikh,
Q19678760,Eyolf,
Q19679354,Sibbel,
Q19684437,Johnathan,Johnathan|Johnathan
Q19687108,Fernand-André,
Q19688257,Ambrosius,Ambrosius|Ambrosius
Q19688263,Noël,Noël|Noël
Q19688265,Arqueles,
Q19688275,Bernardino,Bernardino|Bernardino
Q19688290,Bijan,Bijan|Bijan
Q19688344,Charles-Henri,Charles-Henri|Charles-Henri
Q19688349,Claus-Peter,Claus-Peter|Claus-Peter
Q19688393,Eckart,Eckart|Eckart
Q19688403,Egid,
Q19688405,Elías,Elías|Elías
Q19688406,Elisar,
Q19688407,Ellis,Ellis|Ellis
Q19688409,Eloy,Eloy|Eloy
Q19688495,Hans-Hinrich,
Q19688522,Hans-Michael,Hans-Michael|Hans-Michael
Q19688530,Hans-Ulrich,Hans-Ulrich|Hans-Ulrich
Q19688642,Jacques-Laurent,
Q19688646,Jann-Peter,
Q19688648,Jean-Bloé,
Q19688657,Jörg-Otto,
Q19688708,Maximilien,Maximilien|Maximilien
Q19688713,Mempo,
Q19688733,Özcan,Özcan|Özcan
Q19688741,Pinkas,
Q19688748,Raphy,
Q19688775,Thorsten,Thorsten|Thorsten
Q19688785,Ullrich,Ullrich|Ullrich
Q19688844,Henriette,Henriette|Henriette
Q19688942,Lüder,Lüder
Q19689379,Azize,
Q19689381,Babeli,
Q19689403,Edeltraut,
Q19689418,Eva-Maria,Eva-Maria|Eva-Maria
Q19689424,Gerlinde,Gerlinde|Gerlinde
Q19689425,Gertrudis,Gertrudis|Gertrudis
Q19689431,Grietje,Grietje|Grietje
Q19689465,Kordula,
Q19689522,Pernette,
Q19689524,Pia-Beate,
Q19689541,Steffi,Steffi|Steffi
Q19689737,Marie Anne,Marie Anne|Marie Anne
Q19691068,Aksana,Aksana|Aksana|Аксана
Q19691483,Teodot,Teodot|Teodot
Q19691538,Stanford,Stanford|Stanford
Q19692516,Mikołaj,Mikołaj|Mikołaj
Q19693139,Iltrude,
Q19693220,Giusto,Giusto|Giusto
Q19693344,Adelaida,Adelaida|Adelaida
Q19693353,Ruut,Ruut|Ruut
Q19731349,Dulce,Dulce|Dulce
Q19760064,Lennart,Lennart|Lennart
Q19767776,Arcibaldo,
Q19768417,Silvester,Silvester|Silvester
Q19769224,Loukas,Loukas|Loukas
Q19772959,Giona,
Q19773128,Jónas,Jónas|Jónas
Q19776536,Vincencia,
Q19789168,Flávia,Flávia|Flávia
Q19793074,Dieter-Lebrecht,
Q19793959,Thijs,Thijs|Thijs
Q19795195,Élisée,Élisée|Élisée
Q19796927,Samuela,Samuela|Samuela
Q19798447,Ugor,
Q19799580,Hlíf,
Q19799954,Erina,Erina|Erina
Q19800034,Rúfusz,
Q19800564,Nadau,Nadau|Nadau
Q19800650,Seamus,Seamus|Seamus
Q19800780,Muath,
Q19802135,Fiodar,Фёдар
Q19802211,Eŭgeno,
Q19802355,Cyrillus,
Q19802357,Cirill,
Q19810276,Maryam,Maryam|Maryam
Q19816099,Hisayuki,Hisayuki|Hisayuki
Q19816249,Brígida,Brígida|Brígida
Q19816251,Brec'hed,Brec'hed|Brec'hed
Q19816276,Petros,Petros|Petros
Q19816555,Austin,Austin|Austin
Q19816838,Ottavia,
Q19817033,Brent,Brent|Brent
Q19817839,Quinten,Quinten|Quinten
Q19818095,Bohuslav,Bohuslav|Bohuslav
Q19818097,Chajim,Chajim|Chajim
Q19818193,Þór,Þór|Þór|Tór
Q19819448,Neera,
Q19819744,Robbie,Robbie|Robbie
Q19819746,Israel,Israel|Israel
Q19819754,Gail,
Q19819798,Mickey,Mickey|Mickey
Q19820491,Aleksey,Aleksey|Aleksey
Q19823817,Wally,Wally|Wally
Q19825036,Norm,Norm|Norm
Q19826108,Cláudio,Cláudio|Cláudio
Q19826472,Archie,Archie|Archie
Q19826473,Richie,Richie|Richie
Q19826483,Homer,Homer|Homer
Q19826493,Elliot,Elliot|Elliot
Q19826711,Galvano,
Q19827701,Ketill,Ketill|Ketill
Q19828514,Nuno,Nuno|Nuno
Q19828531,Godfrey,Godfrey|Godfrey
Q19828977,Alexandros,Αλέξανδρος
Q19828987,Tracey,Tracey|Tracey
Q19830577,Emiliano,Emiliano|Emiliano
Q19830590,Nicolai,Nicolai|Nicolai
Q19830595,Lyman,Lyman|Lyman
Q19830610,Alexey,Alexey|Alexey
Q19830617,Butch,Butch|Butch
Q19830664,Feliks,Feliks|Feliks
Q19831811,Morton,Morton|Morton
Q19838093,Budzimir,Budzimir|Budzimir
Q19838224,Nikolaj,Nikolaj|Nikolaj
Q19839124,LeRoy,LeRoy|LeRoy
Q19841165,Ksantipa,
Q19844687,Géo,Géo|Géo
Q19844753,Nicu,
Q19845740,Glyn,Glyn|Glyn
Q19851095,Júlia,Júlia|Júlia
Q19856969,Squire,Squire|Squire
Q19858700,Kristiina,Kristiina|Kristiina
Q19859393,Eskild,
Q19860460,Mitică,
Q19863305,Quinto,Quinto|Quinto
Q19869317,Phia,Phia|Phia
Q19869327,Ann-Cathrine,Ann-Cathrine|Ann-Cathrine
Q19869333,Frédérique,Frédérique|Frédérique
Q19869340,Hanif,Hanif|Hanif
Q19869357,Sven-Åke,Sven-Åke|Sven-Åke
Q19869392,Modeste,Modeste|Modeste
Q19869459,Yolande,Yolande|Yolande
Q19869635,Brahim,Brahim|Brahim
Q19869745,Menad,Menad|Menad
Q19870924,Chaloner,Chaloner|Chaloner
Q19871231,Bamber,Bamber|Bamber
Q19871347,Bennet,Bennet|Bennet
Q19871439,Bluett,Bluett|Bluett
Q19871608,Bullen,Bullen|Bullen
Q19871719,Capell,Capell|Capell
Q19871881,Cuithbeart,Cuithbeart|Cuithbeart
Q19872073,Filmer,Filmer|Filmer
Q19872114,Fitton,Fitton|Fitton
Q19872180,French,French|French
Q19872485,Kenrick,Kenrick|Kenrick
Q19872853,Phillips,Phillips|Phillips
Q19873191,Fisher,Fisher|Fisher
Q19873527,Whitmore,Whitmore|Whitmore
Q19873843,Jenison,Jenison|Jenison
Q19874164,Reynolds,Reynolds|Reynolds
Q19882606,Salah,Salah|Salah
Q19894061,Averky,
Q19894115,Avreliya,
Q19894121,Avrey,
Q19894124,Avreya,
Q19901915,Agafangel,
Q19901998,Griffin,
Q19902098,Sammie,
Q19902147,Winslow,
Q19909696,Иммануил,
Q19914145,Seifried,Seifried|Seifried
Q19914357,Nazi,Nazi|Nazi
Q19914388,Émilienne,Émilienne|Émilienne
Q19914398,Moussa,Moussa|Moussa
Q19914417,Almire,Almire|Almire
Q19914424,Aloyse,Aloyse|Aloyse
Q19914462,Just,Just|Just
Q19914538,Chaynesse,Chaynesse|Chaynesse
Q19914571,Diomède,Diomède|Diomède
Q19914575,Donatien,Donatien|Donatien
Q19914591,Emerand,Emerand|Emerand
Q19914595,Ennemond,Ennemond|Ennemond
Q19914603,Eusèbe,Eusèbe|Eusèbe
Q19914700,Hippolythe,Hippolythe|Hippolythe
Q19914712,Hégésippe,Hégésippe|Hégésippe
Q19914728,Joanny,Joanny|Joanny
Q19914792,Marcou,Marcou|Marcou
Q19914817,Nafissa,Nafissa|Nafissa
Q19914868,Razzy,Razzy|Razzy
Q19914983,Diawadou,Diawadou|Diawadou
Q19914989,Mariani,Mariani|Mariani
Q19915013,Fabricius,Fabricius|Fabricius
Q19915038,Clotaire,Clotaire|Clotaire
Q19915065,Ferréol,Ferréol|Ferréol
Q19915080,Augier,Augier|Augier
Q19915094,Rebiha,Rebiha|Rebiha
Q19915116,Belaïd,Belaïd|Belaïd
Q19927903,Baptiste,Baptiste|Baptiste
Q19928644,Marc-Antoine,Marc-Antoine|Marc-Antoine
Q19941567,Jeong-hyeok,Jung-hyuk|Jeonghyeok|Jong-hyok|Jong Hyok
Q19960640,Archambaud,
Q19961038,Hajime,
Q19961048,Onorio,Onorio|Onorio
Q19961089,Mallory,
Q19961158,Miwa,
Q19961762,Hazuki,
Q19961771,Quinton,Quinton|Quinton
Q19961852,Lettice,Lettice|Lettice
Q19963012,Kenichi,Ken'ichi|堅市
Q19963362,Kenichi,Ken'ichi
Q19963365,Kenichi,Ken'ichi
Q19963438,Eedo,
Q19963453,Manivald,
Q19963468,Ats,
Q19967472,Ábrahám,Ábrahám|Ábrahám
Q19967477,Almen,Almen|Almen
Q19967486,Blerim,Blerim|Blerim
Q19967488,Charly,Charly|Charly
Q19967495,Donatello,Donatello|Donatello
Q19967507,Gallus,Gallus|Gallus
Q19967519,Iradj,Iradj|Iradj
Q19967534,Manes,Manes|Manes
Q19967544,Önder,Önder|Önder
Q19967552,Reynold,Reynold|Reynold
Q19967569,Thibaut,Thibaut|Thibaut
Q19967595,Zino,Zino|Zino
Q19967598,Aiha,Aiha|Aiha
Q19967606,Dechen,Dechen|Dechen
Q19967607,Emel,Emel|Emel
Q19967608,Fränzi,Fränzi|Fränzi
Q19967610,Gianna,
Q19967620,Lore,Lore|Lore
Q19967634,Rösli,Rösli|Rösli
Q19967657,Yangzom,Yangzom|Yangzom
Q19967726,Alecs,Alecs|Alecs
Q19967751,Aviel,Aviel|Aviel
Q19967760,Badile,Badile|Badile
Q19967777,Beni,Beni|Beni
Q19967813,Chitchanok,Chitchanok|Chitchanok
Q19967816,Cihan,Cihan|Cihan
Q19967828,Crispino,Crispino|Crispino
Q19967835,Dänu,Dänu|Dänu
Q19967862,Eligius,Eligius|Eligius
Q19967873,Endo,Endo|Endo
Q19967909,Geo,Geo
Q19967916,Giaco,Giaco|Giaco
Q19967920,Giulian,Giulian|Giulian
Q19967925,Granit,Granit|Granit
Q19967931,Gürkan,Gürkan|Gürkan
Q19967932,Hämi,Hämi|Hämi
Q19968007,Janko,Janko|Janko
Q19968018,Jehmsei,Jehmsei|Jehmsei
Q19968021,Jil,Jil|Jil
Q19968064,Kiliann,Kiliann|Kiliann
Q19968148,Lova,Lova|Lova
Q19968182,Milaim,Milaim|Milaim
Q19968239,Nassim,
Q19968241,Nesip,Nesip|Nesip
Q19968244,Nic,Nic|Nic
Q19968250,Nuri,Nuri|Nuri
Q19968266,Paganino,Paganino|Paganino
Q19968268,Paolito,Paolito|Paolito
Q19968273,Perceval,Perceval|Perceval
Q19968280,Pierino,Pierino|Pierino
Q19968300,Raget,Raget|Raget
Q19968302,Randoald,Randoald|Randoald
Q19968310,Remigi,Remigi|Remigi
Q19968345,Sandor,Sandor|Sandor
Q19968347,Sehid,Sehid|Sehid
Q19968372,Stascha,Stascha|Stascha
Q19968375,Stéfan,Stéfan|Stéfan
Q19968379,Stuff,Stuff|Stuff
Q19968383,Sunny,Sunny|Sunny
Q19968387,Tamer,Tamer|Tamer
Q19968392,Théry,Théry|Théry
Q19968402,Timothé,Timothé|Timothé
Q19968404,Timotheus,Timotheus|Timotheus
Q19968408,Tiziano,Tiziano|Tiziano
Q19968415,Trésore,Trésore|Trésore
Q19968417,Tumasch,Tumasch|Tumasch
Q19968428,Very,Very|Very
Q19968448,Xhavit,Xhavit|Xhavit
Q19968465,Zidov,Zidov|Zidov
Q19968471,Aniya,Aniya|Aniya
Q19968474,Annalise,Annalise|Annalise
Q19968495,Dalit,Dalit|Dalit
Q19968500,Denyse,Denyse|Denyse
Q19968508,Dolorita,Dolorita|Dolorita
Q19968523,Gerti,Gerti|Gerti
Q19968532,Hilaria,Hilaria|Hilaria
Q19968549,Lisi,Lisi|Lisi
Q19968577,Myrtha,Myrtha|Myrtha
Q19968582,Niccel,Niccel|Niccel
Q19968654,Syra,Syra|Syra
Q19968668,Teresita,Teresita|Teresita
Q19968677,Tona,Tona|Tona
Q19968989,Kazimír,
Q19969003,Benignusz,
Q19969243,Amalric,Amalric|Amalric
Q19970323,Guenther,Guenther|Guenther
Q19970338,Bilgeri,Bilgeri|Bilgeri
Q19970359,Glado,Glado|Glado
Q19970360,Theoderich,Theoderich|Theoderich
Q19970429,Philippus,Philippus
Q19970519,Decio,Decio|Decio
Q19970525,Ippocrate,
Q19970528,Lattanzio,Lattanzio|Lattanzio
Q19970531,Marquis,Marquis
Q19970532,Merope,
Q19970541,Ridha,Ridha|Ridha
Q19970557,Chiaffredo,
Q19987986,Borghilda,
Q19997422,Erny,Erny|Erny
Q19997432,Gusty,Gusty|Gusty
Q19997434,Triny,Triny|Triny
Q19997456,Willibrord,Willibrord|Willibrord
Q19997457,Wigeric,Wigeric|Wigeric
Q19999061,Olivera,Olivera
Q19999146,Məhbub,
Q19999956,Dunia,
Q19999964,Selin,Selin|Selin
Q19999966,Sheena,Sheena|Sheena
Q19999979,Sirin,
Q19999989,Enis,Enis|Enis
Q20000015,Andjela,
Q20000018,Eldi,
Q20000026,Walid,Walid|Walid
Q20000028,Elhana,
Q20000032,Kaan,Kaan|Kaan
Q20000038,Ziad,Ziad|Ziad
Q20000050,Adisa,
Q20000084,Almedin,
Q20000087,Amaru,Amaru
Q20000099,Ananya,
Q20000100,Léonie,Léonie|Léonie
Q20000101,Erleta,
Q20000107,Ermal,Ermal|Ermal
Q20000124,Ann-Kathrin,
Q20000135,Eylül,
Q20000137,Letizia,
Q20000156,Fanni,Fanni|Fanni
Q20000168,Kerim,Kerim|Kerim
Q20000177,Tuana,
Q20000176,Faton,Faton|Faton
Q20000188,Batya,
Q20000189,Feyza,
Q20000217,Ayse,
Q20000218,Hanan,Hanan|Hanan
Q20000227,Ceyda,
Q20000241,Ambra,Ambra|Ambra
Q20000246,Christiana,Christiana|Christiana
Q20000254,Dalina,
Q20000257,Danaë,
Q20000261,Ikechi,
Q20000273,Imaan,
Q20000274,Nour,Nour
Q20000282,Dillon,Dillon|Dillon
Q20000315,Iuri,Iuri|Iuri
Q20000336,Norina,
Q20000371,Dusan,
Q20000376,Egzona,
Q20000416,Hinde,
Q20000428,Kiana,
Q20000429,Kaleb,Kaleb|Kaleb
Q20000432,Ilia,Ilia|Ilia
Q20000434,Maira,Maira|Maira
Q20000438,Raffaela,
Q20000442,Keysha,
Q20000462,Jehuda,Jehuda|Jehuda
Q20000478,Jigme,
Q20000479,Laraina,
Q20000486,Jiyan,
Q20000491,Jizchok,
Q20000494,Kassim,Kassim|Kassim
Q20000512,Lavdrim,
Q20000521,Leyna,
Q20000524,Lil,
Q20000527,Maurin,
Q20000534,Lindrit,
Q20000542,Lorian,
Q20000543,Tarik,Tarik|Tarik
Q20000562,Albulena,
Q20000582,Matis,
Q20000606,Marah,
Q20000638,Seraphine,
Q20000672,Navina,
Q20000675,Mensur,Mensur|Mensur
Q20000704,Emirhan,
Q20000734,Mirjeta,
Q20000737,Malea,
Q20000752,Piraveen,
Q20000760,Raissa,Raissa|Raissa
Q20000763,Naiara,
Q20000767,Nelio,
Q20000778,Renas,
Q20000789,Rilind,
Q20000794,Bohdana,
Q20000800,Rohat,
Q20000808,Nayara,
Q20000809,Adis,
Q20000815,Neslihan,Neslihan|Neslihan
Q20000822,Anel,Anel|Anel
Q20000830,Antigona,
Q20000839,Arion,
Q20000851,Noelani,
Q20000870,Odelia,
Q20000894,Sirine,
Q20000910,Qëndresa,
Q20000918,Rakshana,
Q20000920,Leano,
Q20000961,Lua,
Q20000983,Naira,
Q20000984,Vasilios,Vasilios|Vasilios
Q20000992,Noan,
Q20001034,Thanusan,
Q20001041,Tirza,
Q20001042,Saliha,
Q20001059,Sangavi,
Q20001060,Aadya,
Q20001071,Abdel,Abdel|Abdel
Q20001092,Alissia,
Q20001114,Amiel,
Q20001130,Schaje,
Q20001129,Aela,
Q20001146,Afrim,
Q20001175,Seher,
Q20001177,Aiza,
Q20001178,Artan,Artan|Artan
Q20001216,Shahira,
Q20001241,Amanuel,
Q20001258,Driton,
Q20001298,Simao,
Q20001312,Angjelina,
Q20001339,Anitha,
Q20001347,Anjesa,
Q20001350,Soha,
Q20001372,Anuar,Anuar|Anuar
Q20001507,Arvin,Arvin|Arvin
Q20001574,Valdrin,
Q20001626,Artina,
Q20001680,Baris,Barış
Q20001683,Caja,
Q20001685,Belma,
Q20001720,Cátia,Cátia|Cátia
Q20001742,Defne,
Q20001786,Zarin,
Q20001835,Zerina,
Q20001842,Imen,
Q20001848,Jad,
Q20001851,Diarra,
Q20001868,Din,
Q20001893,Drenusha,
Q20001897,Kyara,
Q20001905,Drin,
Q20001920,Lin,
Q20001952,Micael,Micael|Micael
Q20002009,Shaban,
Q20002027,Sumeja,
Q20002030,Taulant,
Q20002035,Ursin,
Q20002042,Zainab,
Q20002071,Anastacia,
Q20002087,Auron,
Q20002090,Awraham,
Q20002151,Enesa,
Q20002155,Erlind,
Q20002231,Malaika,Malaika|Malaika
Q20002236,Ścibor,Ścibor|Ścibor
Q20002254,Niel,
Q20002268,Raya,
Q20003674,Ingvil,
Q20003742,Villy,
Q20003759,Fiódor,
Q20004012,Júnía,
Q20011787,Sigismundus,
Q20011861,Dierk,Dierk
Q20017842,Adalhilde,
Q20017843,Adalmund,
Q20017860,Ansberta,
Q20017864,Arngisl,
Q20017874,Bertwin,
Q20017888,Gebwin,
Q20017889,Gerarde,
Q20020089,Kajetán,Kajetán|Kajetán
Q20020130,Howie,Howie|Howie
Q20020132,Torwald,Torwald|Torwald
Q20021709,Elfryda,
Q20024496,Véra,Véra|Véra
Q20024762,Lucile,Lucile|Lucile
Q20024781,Armelle,Armelle|Armelle
Q20024809,Élizabeth,Élizabeth|Élizabeth
Q20024939,Are,
Q20024957,Ophélie,Ophélie|Ophélie
Q20024960,Vanina,Vanina|Vanina
Q20030235,Wäinö,Wäinö|Wäinö
Q20031264,Seong,Song|성|Sŏng|Sung
Q20035832,Navum,
Q20054321,Matevž,Matevž|Matevž
Q20084058,Babe,Babe|Babe
Q20087410,Marc-Uwe,
Q20087913,Bartłomiej,Bartlomiej
Q20087925,Błażej,
Q20087926,Lucyna,Lucyna|Lucyna
Q20087928,Jędrzej,Jędrzej|Jędrzej
Q20087930,Augustyn,Augustyn|Augustyn
Q20087938,Aleksy,Aleksy|Aleksy
Q20087953,Malwina,Malwina|Malwina
Q20087968,Gertruda,Gertruda|Gertruda
Q20087970,Zyta,Zyta|Zyta
Q20087972,Atanazy,Atanazy|Atanazy
Q20087973,Beniamin,Beniamin|Beniamin
Q20087979,Onufry,Onufry|Onufry
Q20087982,Cecylia,Cecylia|Cecylia
Q20087996,Ajzyk,Ajzyk|Ajzyk
Q20087999,Andriej,Andriej|Andriej
Q20088021,Mieczyslaw,Mieczyslaw|Mieczyslaw
Q20088164,Jannes,Jannes|Jannes
Q20111859,Tolv,
Q20111873,Vår,
Q20112213,Cristino,Cristino|Cristino
Q20127739,Yacinthi,Υακίνθη
Q20137858,An,An|An
Q20140356,Ralston,Ralston|Ralston
Q20143701,Pelagius,Pelagius|Pelagius
Q20148363,Tiphaine,
Q20148710,Cecile,Cecile|Cecile
Q20155448,Naor,
Q20155718,Kaneto,
Q20155804,Redmond,Redmond|Redmond
Q20155828,Powys,
Q20155833,Tatton,Tatton|Tatton
Q20155853,Abdulkadir,Abdulkadir|Abdulkadir
Q20155860,Fouad,Fouad|Fouad
Q20155918,Georgie,Georgie|Georgie
Q20159748,Lenworth,
Q20162111,Melline,Melline|Melline
Q20170244,Ngoné,
Q20177350,Saburō,Saburo|Saburou
