QID,Label,Aliases
Q901,scientist,natural philosopher
Q1487,hacker,hackers
Q11281,troll,internet troll|online troll
Q17221,spokesperson,spokesman|spokeswoman|spokespeople|spokespersons|spokeswomen|spokesmen|Press Officer
Q20599,Chief Administrator,
Q26102,whistleblower,
Q27914,tenor,tenor voice|tenor (singer)
Q29558,President of Finland,President of the Republic of Finland|Finnish President
Q30461,president,
Q33231,photographer,photog|photographers
Q40348,lawyer,attorney|solicitor|barrister|lawyers
Q43292,sultan,
Q58451,Pope of the Coptic Orthodox Church,Bishop of Alexandria|Patriarch of Alexandria|Coptic Patriarch of Alexandria|Coptic Orthodox Pope of Alexandria|Coptic Orthodox Patriarch of Alexandria|Coptic Orthodox Pope|Coptic Pope
Q107198,barber,barbers
Q111784,Secretary of State for Scotland,Scotland Secretary
Q125168,Marshal of the Soviet Union,
Q126236,conquistador,Spanish conquistador|Portuguese conquistador
Q133744,tour operator,
Q140686,chairperson,chairman|chair|presiding officer|chairman of the board|foreman|chairpersons|chairwomen|chairmen|chairwoman of the board|chairperson of the board|president (chairman)|chair (officer)|chairwoman
Q152956,brigadier general,brigadier-general|BG|B.Gen.|Brig.Gen.|brigade general|Brig. Gen.|Brigade general
Q157148,major general,major-general|MG|Maj.Gen.|M.Gen.|two-star general|Major general
Q157802,margrave,
Q160117,broker,
Q162244,hero,heroine|good guy|heroes
Q165029,electrician,
Q166382,Amir,Amier|Ameer|Emira|Amīrah|king of the Taifa|king Taifa|Taifa King
Q167105,Nipsistiarios,
Q170011,Praepositus sacri cubiculi,
Q172748,antipope,
Q173950,art dealer,picture dealer
Q176968,foreign government advisor in Meiji Japan,
Q180095,tyrant,tyrants
Q182687,palmistry,chiromancy|palm reading|cheiromancy|chirology|hand analysis|chironomy|chirognomy|line reading
Q183287,yakuza,gokudō|ヤクザ
Q183318,dictator,autocrat
Q185182,Proveditor,
Q188393,Minister of Defence of Finland,puolustusministeri|försvarsminister|Minister of Defence (Finland)|Minister for Defence (Finland)
Q188761,Vestal Virgin,vestals|Vestal Virgins
Q189010,notary,
Q190401,tribune,tribunus
Q201948,sniper,
Q203658,waste picker,
Q207293,crown prince,crown princess
Q208762,chaplain,Chaplain
Q215536,merchant,
Q219184,croupier,dealer
Q219477,missionary,proselytizer
Q223266,vassal,vassalage
Q235157,rasul,messenger in Islam
Q245068,comedian,comedienne|comic|comic actor
Q251724,Chief Secretary for Ireland,
Q254508,outlaw,waive|weyve
Q258874,dievdirbys,
Q261891,script editor,story editor
Q278721,Hellenotamias,Hellenotamiae
Q300639,rationibus,
Q301451,Governor of Aruba,
Q313383,President of Delhi,India President|POI
Q315625,intern,Intern
Q316498,cadet,
Q326358,joiner,소목장
Q329691,franc-tireur,Franc-Tireurs
Q330399,Gardes de la Marine,midshipman|Gardes-Marine
Q330459,senior lieutenant,major lieutenant|1st lieutenant|Senior lieutenant
Q334513,Abbot Primate,
Q354034,type designer,typeface designer|typography designers|typeface designers|font designer|typography designer
Q357813,adjunct professor,accredited professor
Q361809,rhetorician,
Q363802,doctoral advisor,doctoral supervisor|dissertation director|dissertation advisor|supervisor|dissertation reading committee chair|dissertation committee chair
Q369142,Treasurer of the United States,
Q369931,Master-at-arms,
Q372646,mental calculator,human calculator
Q378560,list of kings of the Picts,
Q393436,agha,aga|ağa
Q435627,Minister-President of the Brussels-Capital Region,
Q435989,old master,Old Master
Q437470,personal care assistant,personal care worker|home helper|home carer
Q452581,Asantehene,
Q453858,Thesmothetes,
Q457271,lieutenant,LT(N)|LEUT|Lt
Q461013,Anglican Bishop of Ely,Bishop of Ely
Q461167,chief petty officer,
Q462189,Premier of the Soviet Union,Prime Minister of the Soviet Union|Chairman of the Council of Ministers|Prime Minister of Russia
Q462693,Bishop of Bangor,Anglican Bishop of Bangor
Q464705,domestic worker,servants
Q465288,referendary,
Q465501,stunt performer,daredevil|cascadeur|stuntman|stuntwoman|stuntperson|stunt man|stunt woman
Q472898,wet nurse,milk mother|milkmother|wetnurse
Q475482,Gefreiter,Gefr.
Q475681,ship-of-the-line lieutenant,
Q484188,serial killer,serial murderer|sequence killer|repetitive murderer
Q495597,door gunner,
Q497240,master of ceremonies,compère|compere|mc
Q497294,lepidopterist,lepidopterologist|lepidopteran biologist
Q508743,sofer,The Scribes|Scribes|sopherim|the sopherim
Q513085,Benshi,katsuben
Q520895,boilermaker,boiler maker|boiler-maker
Q524750,kombrig,Combrig
Q539597,Akim,
Q548295,bargirl,B-girl|hostess|juicy girl
Q551835,physician writer,medical writer
Q557717,plant and apparatus builder,
Q567971,archiater,archiatri|archiatrist
Q570755,dispatcher,
Q575615,Sénéchal de France,Senechal de France
Q580241,salaryman,
Q585592,Governor of the Netherlands Antilles,
Q587524,bell-ringer,bell ringer
Q595038,Empress of Japan,Empress Consort of Japan|Japanese Empress
Q609884,First Lord of the Treasury,
Q610669,Governor-General of Australia,Governor General of Australia|Governor-General of the Commonwealth of Australia|Australian Governor-General
Q624849,Theologian of the Pontifical Household,
Q625369,mistress,courtesan|lover|milenky
Q627325,graphic designer,
Q628099,association football manager,soccer manager|football coach|football manager|coach|manager|soccer coach|association football coach
Q637960,Financial Secretary,FS
Q650012,engineer of the French Corps of Bridges and Roads,
Q661924,shtabs-kapitan,stabs-kapitan
Q662729,public figure,Notable people|famous person
Q663272,expert witness,professional witness|judicial expert|professional advisers|expert testimony|forensic expert
Q665386,Land's Advocate of Holland,
Q667982,creative director,creative|CD
Q670481,army recruit,
Q672635,Prime Minister of Indonesia,
Q674067,mime artist,mime|pantomimist|pantomime|pantomime artist|mimer
Q674426,curator,museum curator|museum conservator
Q688856,Commandant of the Coast Guard,
Q706925,Kapitan Cina,Kapitan China|Capitan China|Chinese officers
Q707631,General Secretary of the Workers' Party of Korea,First Secretary of the Workers' Party of Korea|Chairman of the Workers' Party of Korea|WPK General Secretary
Q719678,bass,
Q737317,Groom of the Stole,
Q739437,poster artist,poster designer|poster painter
Q742063,Justice Minister of Israel,
Q742585,Apprentice in Electronics and Computer Science,
Q747371,Karmapa,
Q749387,paratrooper,
Q754089,valide sultan,
Q765778,organist,organ player
Q772727,Governor of Montserrat,
Q805253,ballet master,balletmaster
Q808967,barrister,barrister-at-law|Bar-at-law
Q815409,lighting master,
Q819677,mountain guide,
Q831500,Concrete and steel-reinforced concrete constructors,
Q833860,maid,housemaid|housemaid girl|house maid girl|housemaidgirl|servant girl|house cleaner|home cleaner|maidservant|household assistant
Q837221,Great President of the Republic of China,Provisional Great President of the Republic of China
Q838102,Viceroy of Liangjiang,Governor-General of Liang-Kiang|Governor-General of Liangjiang|Viceroy of Liang-Kiang
Q838566,metalsmith,smith|smith (metalwork)
Q842486,admiral of the fleet,fleet admiral|grand admiral|Admiral of the Fleet
Q843405,President of Georgia,Georgian President
Q846750,jockey,
Q848786,General Secretary of the Communist Party of Vietnam,First Secretary of the Communist Party of Vietnam
Q849418,General Secretary of the Chinese Communist Party,General Secretary of the Central Committee of the Chinese Communist Party|General Secretary of the Communist Party of China|CCP General Secretary|General Secretary of the CCP|General Secretary
Q861985,Chairman of the People's Government of Tibet Autonomous Region,
Q873492,volunteer serving one year,one-year volunteer
Q875424,Professor by special appointment,
Q877558,consignor,sender|shipper|forwarder|hauler|logistics professional|shipping agent
Q878217,President of Vanuatu,
Q883211,municipal clerk,town clerk|township clerk|city clerk|village clerk|borough clerk|board secretary
Q883231,law clerk,judicial clerk|judge clerk|judicial law clerk
Q890030,State President of South Africa,
Q901402,geographer,
Q907213,Governor of Macau,
Q913256,warm-up comedian,crowd warmer|warm up comedian
Q918751,data entry clerk,data entry|data entry clerks|data contributor
Q920093,fact-checker,disinformation expert
Q921439,spouse of the prime minister of the United Kingdom,wife of the prime minister of the United Kingdom|husband of the prime minister of the United Kingdom
Q922176,ring girl,
Q930701,gamemaster,GM|game master|game moderator|referee
Q931202,Lieutenant Governor of Virginia,
Q933316,Gyula,"Yula, Gula, Gila"
Q935666,make-up artist,MUA|makeup artist|special effects make-up artist|media make-up artist|theatrical make-up artist|hair and make-up artist|professional make-up artist|SFX make-up artist|celebrity make-up artist|movie make-up artist|movie and stage make-up artist|film make-up artist|make-up designer|hair and make-up designer|cinema make-up artist|make-up and hair designer
Q940135,United States Secretary of the Navy,SECNAV|Secretary of the Navy
Q947305,skald,
Q956844,Tairō,Tairo
Q974144,educator,teacher
Q979753,human billboard,
Q986514,Ring-bearers,Ring-bearer
Q1019919,Boeotarch,
Q1021224,Mayor of the free imperial city Aachen,
Q1021663,office staff,
Q1034117,hospital corpsman,hospital corpsmen|HC|corpsman|corpsmen|United States Navy corpsman|United States Marine Corps corpsman|HM
Q1048210,general director,
Q1048318,Poglavnik,
Q1053745,field officer,senior officer|Field-grade officer ranks
Q1072417,Chief of Staff of the United States Air Force,CSAF|AF/CC
Q1089801,financial planner,
Q1093536,location manager,location director
Q1097724,steeplejack,worker at heights|worker at elevated heights
Q1100401,revenue protection Inspector,revenue protection officer|fare inspectors
Q1104488,Minister of the Environment,
Q1113899,clinical psychologist,
Q1116831,drum major,
Q1126160,connoisseur,connaisseur
Q1126165,mandarin,
Q1126281,prompter,prompt
Q1141526,stripper,erotic dancer|feature dancer|show dancer
Q1144892,patent attorney,patent lawyer
Q1172231,data steward,
Q1193763,promotional model,booth babe|spokesmodel
Q1195049,Minister of Crown-Indigenous Relations,
Q1198887,music director,musical director|bandleader|band leader|orchestra director|MD|director of music
Q1207353,head of department,
Q1208709,Grand Secretariat,
Q1215869,freshman,
Q1225156,Minister of Defence,
Q1227626,Direktor beim Deutschen Bundestag,BTDir
Q1228634,diseuse,
Q1231907,diocesan priest,Secular Priests|secular priest
Q1241843,Nāyaṉmār,Nayanmars|Nayanars
Q1248828,paper engineer,
Q1250420,school physician,school doctor
Q1251441,leader,boss|person in charge
Q1254710,Sagin,
Q1259917,violinist,violin player
Q1268257,municipality president,
Q1274280,Sanjak-bey,"Sanjak-bey, sanjaq-bey|-beg"
Q1278830,rear admiral,Rear Admiral|RADM|Rear Admiral (upper half)
Q1288478,Prime Minister of Aruba,
Q1293108,dichter,
Q1294133,Kirchenmusikdirektor,
Q1294626,music artist,
Q1324245,sapper,combat engineer|military engineer|sapper-pioneer
Q1327557,popular actor,
Q1327627,electrotechnician,
Q1328043,Secretary-General of ASEAN,Secretary General of ASEAN|Secretary-General of the Association of Southeast Asian Nations|Secretary General of the Association of Southeast Asian Nations
Q1343573,member of state parliament,
Q1345663,development worker,development personnel
Q1362145,Erster Generalstabsoffizier,
Q1362267,First Sea Lord,First Sea Lord and Chief of Naval Staff|First Naval Lord|Senior Naval Lord
Q1370385,heir presumptive,heiress presumptive
Q1371796,gunsmith,gunmaker|gun maker
Q1390520,tools maker,tool maker
Q1391411,subject teacher,subject teachers
Q1394172,hospodar,
Q1404101,fellow,Fellowship|Fellows
Q1415225,production coordinator,production office coordinator|POC|production secretary
Q1416611,postmaster,postmistress
Q1417439,shop assistant,
Q1418159,information broker,data broker|databroker
Q1418873,Minister of Foreign Affairs,Russian Minister of Foreign Affairs|Foreign Minister of Russia
Q1422605,orderly officer,
Q1424726,gaffer,Chief Lighting Technician|lighting gaffer
Q1427496,comprador,compradors|compradore|compradores
Q1433970,Keeper of the Seals of France,
Q1438738,Kirchenpfleger,
Q1449039,Lord Speaker,lord speaker|speaker of the House of Lords|House of Lords Speaker
Q1449973,environment minister,minister of the environment|secretary of the environment
Q1454641,freeholder,free tenant farmer|svobodníci (společenská vrstva)
Q1454940,military volunteer,volunteer soldier|war volunteer|wartime volunteer
Q1455469,officer of the watch,
Q1458720,sexual surrogate,
Q1473851,Jebtsundamba Khutuktu,
Q1474963,mission specialist,MS
Q1488015,Gabbai,
Q1491099,Gagist,
Q1493121,military historian,
Q1493379,Ganden Tripa,
Q1495663,visiting student,guest student
Q1497094,emergency medical technician,EMT|ambulance technician|emergency medical technicians
Q1497399,Grazmach,
Q1498177,prison chaplain,prison priest
Q1499523,military safety officer,
Q1500610,community leader,civic leader
Q1501705,General der Luftwaffe,General of the Air Force
Q1501723,general abbot,Abbot Primate|Abbot General|Primate Abbot
Q1501733,General of the Cavalry,
Q1501786,Generalfeldmarschall-Leutnant,
Q1501899,Generaloberarzt,
Q1501924,Secretary General of an Austrian ministry,
Q1501939,Chief of the General Staff,
Q1507349,border guardsman,Guardia de fronteras
Q1507619,Deputy Prime Minister of the United Kingdom,Deputy Prime Minister of the United Kingdom of Great Britain and Northern Ireland
Q1508239,Promyshlennik,
Q1509714,porter,bearer
Q1513559,court interpreter,
Q1513949,returning officer,
Q1516054,scaffolder,
Q1532996,regent of Amsterdam,
Q1537096,Gonfalonier of the Church,
Q1539595,klepht,
Q1540324,head of the region (Russia),head of the federal subject of Russia|head of the region of Russia|Governor (Russia)
Q1541071,Italian Minister of the Interior,
Q1546682,Secretary of State for War and the Colonies,
Q1552579,handyman,handywoman|handyperson|building maintenance worker
Q1557154,Master Chief Petty Officer of the Coast Guard,
Q1565529,Ministry of Foreign Affairs (Yugoslavia),Yugoslavia Ministry of Foreign Affairs
Q1568338,technical writer,technical author|documenter|documentarian
Q1575411,Chairman of the National Public Safety Commission,
Q1591359,sysselmann,sýslumaður
Q1614478,king of Lan Xang,
Q1622552,wedding inviter,
Q1627630,hop grower,hop planter
Q1629605,legionary,Legionarie
Q1631340,Oungan,vodou priest
Q1642960,pundit,commentator|talking head|famous pundit
Q1646408,abbess,abbots
Q1651055,hydraulic engineer,hydro engineer|hydraulics engineer|water engineer
Q1657500,almoner,Almoner
Q1658460,United States Secretary of Veterans Affairs,
Q1661337,Indian Agent,
Q1665688,company security officer,
Q1666223,intermediary,go-between|middle-man|mediator|middleman
Q1674822,New Zealand Poet Laureate,Poet Laureate of New Zealand
Q1704651,Chief of the General Staff of the Armed Forces of the Republic of Croatia,
Q1723560,Hamburger Schiffsbefestiger,
Q1725504,Lieutenant Governor of Minnesota,
Q1727724,Yobidashi,usher|ring announcer
Q1733245,tokoyama,
Q1743246,ecclesiastical guard,
Q1743354,Church master,
Q1747339,trobairitz,
Q1748466,Willaq Umu,Inca high priest
Q1752225,Lord Lieutenant of Ireland,
Q1752776,goldbeater,
Q1753094,United States Postmaster General,Postmaster General|Postmaster General of the United States|U.S. Postmaster General
Q1756339,Deutsche Bahn emergency management vehicles,
Q1760988,saddler,saddle maker|saddlemaker|saddle-maker
Q1773363,election official,election judge|election officer|election clerk|poll worker
Q1774511,Master of the Revels,Lord of Misrule
Q1780133,commando,
Q1783698,concert singer,recitalist
Q1786734,teamer,
Q1793099,Bishop of the Roman Curia,Archbishop of the Roman Curia
Q1802121,State Commission for Data Protection,Landesbeauftragter für den Datenschutz|LfDI
Q1807148,Legist,
Q1810038,De Baron van het Ginneken,
Q1815782,lord of the manor,Lady of the Manor|Lord of the Manor|lady of the manor
Q1816148,chief engineer,engineer-in-chief|engineer in chief
Q1846056,Lord Chancellor of Ireland,
Q1857752,heemraad,
Q1861368,tattoo artist,tattooer|tattooist
Q1862087,prisoner,inmate|detainee|captive|prisoners|prison inmate
Q1863064,accordionist,accordion player
Q1898080,underwriting,underwriting services|UW
Q1900657,marketer,marketeer|marketing specialist
Q1916363,media designer,chemigrapher|designer of digital and print media
Q1918760,master student,
Q1940036,educational technologist,
Q1944996,monogrammist,
Q1952161,mulio,
Q1958623,Commander of the Royal Netherlands Air Force,
Q1958649,school inspector,gymnasium inspector|government inspector of schools|schools inspector|inspector of schools|inspector of educational institution
Q1966741,office management,
Q1969008,Haupttruppführer,
Q1970061,Lieutenant governor of a province of Canada,Lieutenant Governor
Q1977163,Zaurjad-praporshchik,
Q1982059,Starshina 2nd stage,
Q1996375,favourite,favorite|fav|favourite individual
Q2000124,postage stamp designer,stamp designer
Q2008169,OSCE Representative on Freedom of the Media,
Q2010664,Quartermaster-General to the Forces,
Q2011012,Oberstaatsanwalt,Chief public prosecutor
Q2011359,High steward,
Q2012061,Leader of the House of Lords,
Q2031933,orthoptist,
Q2032656,pentito,
Q2033341,cardinal priest,Cardinal-priest|cardinal-priest|Cardinal priest|cardinal
Q2034021,dressmaker,modiste|mantua maker|couturier
Q2054507,commandant,
Q2064908,spahbed,spahbad|spahpat|spahpet|spahbadh|spāhbed|spahbod
Q2066857,Kinto,
Q2070965,Chancellor of Poland,
Q2075410,tekiya,
Q2082403,paramount chief,
Q2092585,ambassador of the European Union,
Q2094335,United States Attorney,U.S. Attorney|United States District Attorney|U.S. District Attorney|chief federal prosecutor
Q2125721,Commander of the Royal Netherlands Navy,
Q2130943,shunter,
Q2135808,recorder,
Q2142783,father of faith,
Q2144423,subcontractor,
Q2145981,restorer,art restorer
Q2167302,rose breeder,rosarian|rhodologist
Q2180295,mail carrier,mailman|postman|postal carrier|mailwoman|postie|postwoman|letter carrier
Q2182752,basketball official,basketball referee|basketball ref|basketball umpire
Q2198671,Minister of Construction and Urbanism,
Q2198808,Minister of Education,
Q2199785,Minister without portfolio of the Republic of Serbia,Minister without portfolio of Serbia
Q2229544,chess arbiter,
Q2231495,stocking of shelves,
Q2259802,female guards in Nazi concentration camps,
Q2276446,domestic worker cook,private chef
Q2298145,deaconess,deaconesses
Q2300993,Sonderführer,
Q2305968,United States Secretary of Health and Human Services,Secretary of HHS|HHS Secretary
Q2306091,sociologist,
Q2309900,helmsman,helms|helmsperson|driver
Q2313151,house servant,man servant|menial
Q2320915,Catholicos of All Armenians,
Q2324660,state amateur,
Q2325078,Minister of State for Gender Equality and Social Affairs,
Q2326814,Minister-President of the German-speaking Community,
Q2327278,President of South Ossetia,
Q2335229,Prime Minister of East Germany,Prime Minister of the GDR|Prime Minister of the German Democratic Republic
Q2336535,pundit,pandit|pundits|pandits
Q2341443,instrument maker,
Q2345744,Master Commandant,
Q2350126,opera vocal coach,voice coach|singing coach|repetiteur|opera accompanist
Q2380299,presidential candidate,presidential nominee
Q2384944,ringmaster,ringleader
Q2390438,heresiarch,haeresiarch|hæresiarch|arch-heretic|archheretic
Q2419581,United States Secretary of Housing and Urban Development,Secretary of Housing and Urban Development|HUD Secretary
Q2421635,costumed performer,suit performer|mascot performer
Q2425442,comet hunter,
Q2430481,Deputy Prime Minister of the Netherlands,
Q2439222,First Lady of Poland,First Lady of the Republic of Poland
Q2441379,wedding photographer,wedding photojournalist
Q2442108,tonmeister,recording producer|balance engineer
Q2442329,audio technician,sound technician|sound engineer|audio engineer|recording studio technician
Q2467723,hype man,
Q2493637,Tertön,Treasure Revealer
Q2497527,Unterfeldwebel,
Q2500638,creator,
Q2507371,Minister of Budget,Belgian Minister of Budget|Minister of Budget of Belgium
Q2509704,couturier,
Q2519011,panel dentist,
Q2519376,jewelry designer,jewellery maker|jeweller|jewelry maker|jeweler|jewellery designer|jewellery artist
Q2532239,traditional folk singer,folksinger
Q2540793,scout leader,Scouter
Q2543769,drug lord,drug baron|kingpin|drug lady
Q2554364,nobility of Spain,Spanish nobility|Spanish nobility title|Nobility title of Spain|Spanish noble title|title of nobility in Spain|peerage of Spain|peerage
Q2555619,wine measurer,wine gauger
Q2565440,quantitative analyst,quant
Q2573804,Governor-General of Mauritius,
Q2580770,Acting Hetman,
Q2594527,praefectus equitum,
Q2608441,general,
Q2624074,General of the Cavalry,General of Cavalry
Q2632011,liquor store,bottle store|alcohol shop|off-licence|off-sale|bottle shop|bottle-o|off license|liquor shop|alcohol store
Q2643659,Indian agent,United States Indian Agent|U.S. Indian Agent
Q2655568,Assistant Commandant of the Marine Corps,Assistant to the Commandant.
Q2662118,President of the Sahrawi Arab Democratic Republic,
Q2664701,jurist-consultant,jurisconsult|legal consultant|legal adviser|legal advisor
Q2666591,Chair of the Federal Reserve,Chair of the Board of Governors of the Federal Reserve System|Fed Chair|Chair of the Fed|Federal Reserve chair|Fed chairman|Fed chairwoman
Q2669851,Scottish clan chief,clan chief
Q2721329,hat block making,
Q2738682,senior house officer,SHO
Q2741479,Chief Executive of Macau,
Q2772436,elementary physician,
Q2779199,Minister Plenipotentiary of Suriname,
Q2782358,bit player,bit actor|bit part actor|bit actress|bit part actress
Q2794672,Postbeamter,
Q2798820,security hacker,security researcher|cracker|hacker|computer hacker|computer security researcher|computer security hacker
Q2805217,Spouse of the President of Italy,First Lady of Italy|Wife of the President of the Italian Republic|Wife of the President of Italy|Husband of the President of Italy
Q2826107,charterer,disponent owner|ship operator|vessel operator
Q2826758,General Agent of Insurance,insurance general agent
Q2828849,ajari,
Q2860077,Archbishop of Wales,
Q2865776,artificer,Armed-forces artificer
Q2865819,opera singer,operatic singer
Q2868277,associate,
Q2874491,Prisyazhny Poverenny,Attorneys-at-law|Attorney at law|Attorney-in-law|Prisyazhnyy poverennyy
Q2888877,Keeper of the National Register of Historic Places,Keeper of the NRHP|Keeper of the Register
Q2891167,boater,riverboatman|boatmaster|boat operator|boatman|boatwoman
Q2900770,Postelnic,
Q2901660,kibbutz volunteer,
Q2916006,admiral,
Q2946927,Certified Management Accountant,CMA
Q2961975,business executive,business owner|head of a company|company head|company director|corporate executive
Q2961992,Commander of the Canadian Army,Commander Canadian Army
Q2962025,Leader of the Opposition,
Q2986313,European Commissioner for International Cooperation and Development,European Commissioner for Development
Q2994448,Conservator of Forests,
Q2996493,flight nurse,
Q2998308,cosmologist,cosmologists
Q3025636,Dey of Tunis,
Q3026032,dialogue writer,dialog writer
Q3029403,commercial director,television commercial director|TV advertisement director|TV commercial director
Q3034666,domainer,
Q3049394,President of La Rioja,
Q3053339,business person,
Q3079361,peace makers,peacemakers|peacemaker
Q3090288,rank insignia of the Iranian military,
Q3100539,General of the Armies of the United States,General of the Armies
Q3100832,gensui,
Q3108725,Chairperson of the National Assembly of Bulgaria,
Q3113511,Grand Audiencier de France,
Q3114815,High Priest of Osiris,
Q3115767,Chief Engraver of the Paris Mint,
Q3129682,Vice President of Mexico,
Q3144189,hyperpolyglot,
Q3151019,architectural engineer,
Q3151036,State Public Works Engineering Corps (France),
Q3151611,regional pedagogical inspector (France),regional teaching inspector|regional pedagogical inspector|inspector of academy|French National Education inspector
Q3151622,Inspector general of Armed Forces,
Q3153027,Intendant of New France,
Q3153558,military interpreter,
Q3153628,intervenant en loisir,
Q3155377,Islamicist,islamologist|Islamic studies scholar|Islamic scholar
Q3210181,President of the Senate of the Czech Republic,
Q3228623,House Leader,
Q3238285,Lieutenant Governor of Guernsey,
Q3238286,Lieutenant Governor of Newfoundland and Labrador,lieutenant governor of Newfoundland and Labrador
Q3243461,collector,
Q3243690,Chief Justice of India,
Q3245180,sick comforter,
Q3246797,Secretary of State for Transport,Transport Secretary
Q3248196,Technicien supérieur de l'aviation,
Q3249024,County governor,
Q3250039,list of colonial governors of Saint-Domingue,
Q3250324,deputy,assistant|lieutenant|second-in-command|second in command|deputy chief|vice office
Q3251789,Minister of Education,Minister of Education of South Africa|South African education minister
Q3251793,"Minister of Immigration, Refugees and Citizenship",Minister of Citizenship and Immigration
Q3251837,Minister of Canadian Heritage,
Q3251882,Minister of European Affairs of France,
Q3253694,President of the Government of New Caledonia,
Q3272410,Member of the Legislative Assembly of Northern Ireland,Member of the Legislative Assembly|MLA|Member of the Northern Irish Assembly|Member of the Northern Ireland Assembly
Q3276332,Governor of Pitcairn,Governor of the Pitcairn Islands
Q3289692,carpet seller,
Q3290543,President of Haiti,
Q3296111,Marxist historian,
Q3305338,Member of the National Assembly of Quebec,
Q3316309,Miseur,
Q3327932,Munitionette,Munitionettes
Q3332571,Mediator of the Republic,
Q3337264,air navigator,flight navigator
Q3337743,negafa,
Q3355484,Ordonnateur,
Q3364526,alderman,
Q3366101,business partner,partner
Q3378863,Rajpramukh,
Q3387717,theatrical director,stage director|theatre director|play director|director|theater director
Q3398872,government spokesperson,government spokesman|government spokeswoman|government spokespeople|government spokespersons|government spokeswomen|government spokesmen
Q3402177,First Lady of Egypt,
Q3402180,First Lady of Tunisia,
Q3402185,First Lady of Cameroon,First Lady of the Republic of Cameroon
Q3403515,Chief Minister of France,
Q3408149,Deputy Führer,Deputy Fuehrer|Deputy to the Fuehrer
Q3408743,seignory,
Q3408928,Maritime Prefect,Préfet Maritime
Q3409172,Chairperson of the Presidium of the Great National Assembly,
Q3409181,President of the National  Convention,President of the National Convention of France
Q3410551,President of the Senate of the Philippines,Senate President
Q3430104,ribaud,
Q3430525,Rigsmarsk,Marsk
Q3437405,rocailleur,
Q3476620,video game writer,game scenario writer
Q3478178,automobile upholstery,car upholstery
Q3481465,surfboard shaper,shaper
Q3484212,Leadership ranks of the Sturmabteilung,
Q3486480,skeuophylax,
Q3487553,Sociétaire of the Comédie-Française,
Q3502546,tennis umpire,umpire|official|tennis official|tennis referee
Q3503632,President of Zanzibar,List of Presidents of Zanzibar
Q3504955,Second Sea Lord,Second Naval Lord|Second Sea Lord and Deputy Chief of Naval Staff
Q3510435,Alaafin,Aláàfin|Oba of Oyo
Q3528729,timpanist,timpani player
Q3531054,tomb robbery,tomb robber|tomb raider
Q3531683,city poet,urban poet
Q3541365,Illinois State Treasurer,Illinois Treasurer|state Treasurer of Illinois
Q3556876,Deputy Premier of Manitoba,
Q3564409,French veterinary physician,
Q3575147,Zellenleiter,
Q3579162,intellectual editor,
Q3592635,Student in France,student in France
Q3595924,qāriʾ,Quran reciter
Q3651122,Camallo,stevedore
Q3684307,Comes Tingitaniae,
Q3684641,Commesso,
Q3687266,member of City Council,
Q3687374,Pastoral council,Parish council
Q3695560,Governor of Khyber Pakhtunkhwa,
Q3704253,trader,dealer|merchant
Q3708975,White House Communications Director,Assistant to the President for Communications|White House Director of Communications
Q3738757,counterfeiter,forger
Q3743137,natural resource management,natural resources management|management of natural resources
Q3764113,dance choreography,dance composition|choreographic composition
Q3773745,Governor of Vermont,Governor of the State of Vermont|Vermont Governor
Q3780304,member of the general council,conseiller général|general councillor
Q3814026,kaumātua,woman of mana|mana holder|tribal leader
Q3849458,General Secretary of the Lao People's Revolutionary Party,
Q3851591,Master of the Buckhounds,
Q3853305,Maîtresse-en-titre,Maitresse-en-titre
Q3878330,norcino,
Q3882136,Polish Ombudsman,Commissioner for Citizens` Rights
Q3888947,Page of Honour,
Q3906897,Podestà of Trento,Podesta of Trento
Q3910253,Prelato di Fiocchetto,
Q3911061,presidents of ACF Fiorentina,chairmen of ACF Fiorentina|chairmen of A.C. Fiorentina|presidents of A.C. Fiorentina|presidents of Fiorentina|chairmen of Fiorentina
Q3920978,diplomatic courier,
Q3921438,High Sheriff of Leicestershire,
Q3921795,Prime Minister of Serbia and Montenegro,
Q3951424,scalco,
Q3952666,scholiast,scholiasts
Q3982488,food technologist,
Q3997657,trapeze artist,trapeze performer
Q4002659,officer,
Q4011165,Vice-President of an Italian regional council,
Q4069581,Army Commissar 2nd rank,
Q4108101,typesetter,compositor|type setter
Q4112103,virtual singer,Virtual Singer|Vsinger|virtual idol singer
Q4112589,Vice President of the Confederate States of America,Vice President of the CSA
Q4114338,military engineer 1st rank,
Q4114562,judge advocate,military legal officer|legal officer|military lawyer|judge-advocate|military advocate
Q4115150,katsa,
Q4122313,Secretary of State for the Environment,
Q4122443,Governor of La Rioja Province,
Q4135276,major general of tank forces,
Q4135285,colonel général des services techniques de l'aviation,
Q4135301,general-khorunzhy,
Q4139091,Head of Administration,
Q4151342,Governor of Ryazan Oblast,
Q4156953,Dean of the Roman Rota,
Q4161254,divisional engineer,divinzhener
Q4161946,Dienstleiter,
Q4199058,iconographer,icon painter
Q4205492,Vice Chairman of the Chinese Communist Party,Vice Chairman of the Central Committee of the Communist Party of China|Vice Chairman of the Communist Party of China|Deputy Chairman of the Chinese Communist Party|Vice Chairperson of the Chinese Communist Party|Vice Chairman of China|Deputy Chairman of China|CCP Vice Chairman|CCP Vice President
Q4229215,Commander of the Army,
Q4229435,harvester,combine harvester operator
Q4233220,master,sailing master|ship's master
Q4275043,Yamada bugyō,
