QID,Label,Aliases
Q62587333,Mayor of Lozzi,
Q62587350,Mayor of Mareil-le-Guyon,
Q62587363,Mayor of Maurepas,
Q62587371,Mayor of Mérobert,
Q62587373,Mayor of Meung-sur-Loire,
Q62587406,Mayor of Moyeuvre-Grande,
Q62587433,Mayor of Paley,
Q62587435,Mayor of Paroy,
Q62587437,Mayor of Percy,
Q62587461,Mayor of Publier,
Q62587476,Mayor of Rochefort-en-Yvelines,
Q62587506,Mayor of Saint-Étienne-du-Valdonnez,
Q62587517,Mayor of Saint-Illiers-la-Ville,
Q62587528,Mayor of Saint-Martial,
Q62587529,Mayor of Saint-Martin-du-Boschet,
Q62587531,Mayor of Saint-Martin-Vésubie,
Q62587535,Mayor of Saint-Nom-la-Bretèche,
Q62587550,Mayor of Sainte-Colombe,
Q62587554,Mayor of Salindres,
Q62587564,Mayor of Ségur-le-Château,
Q62587575,Mayor of Soudorgues,
Q62587580,Mayor of Teissières-lès-Bouliès,
Q62587587,Mayor of Tincques,
Q62587605,Mayor of Vergèze,
Q62587607,Mayor of Vert-le-Petit,
Q62587611,Mayor of Vieux-Condé,
Q62587616,Mayor of Villeneuve-de-Berg,
Q62587631,Mayor of Wasselonne,
Q62613426,Karkiya ruler,
Q62659589,juge cantonal,magistrat cantonal
Q62672533,mayor of Langfang,
Q62672760,Telegram user,List of users of Telegram Messenger|Users of Telegram|User of Telegram|User of Telegram Messenger
Q62705294,Head of council,
Q62818241,Consul General of France in Karachi,
Q62924226,city councilor of Vilassar de Mar,
Q63041550,mayor of Cuenca,
Q63051575,Moldova's Minister of Foreign Affairs and European Integration,minister of foreign affairs of Moldova|Minister of Foreign Affairs and European Integration
Q63057272,lönchen,lön chen|Great Ministers of Tibet|gung blon chen po|gung lön chen po
Q63077656,bkav yo gal vchos pa,
Q63077824,Chief Scout of the Polish Scouting and Guiding Association,
Q63093594,gung blon chung,
Q63093739,nang blon chen po,
Q63095188,pugilist,
Q63098492,yo gal vchos pa vbring rim po,
Q63154950,President of the Regional Council of Nord-Pas-de-Calais,
Q63158952,President of the Regional Council of Aquitaine,
Q63187384,Jewish religious occupation,Jewish occupation
Q63190285,President of Associació d'Escriptors en Llengua Catalana,
Q63198579,President of the Parliament of the German-speaking Community,
Q63214069,Président du Club alpin français,
Q63226668,Governor,Departmental Governor|Gobernador|Gobernador Departamental
Q63244038,stadtholder of Friesland,
Q63342322,Senator of El Salvador,
Q63342335,Deputy of El Salvador,
Q63342999,lord mayor of Düsseldorf,
Q63343116,lord mayor of Nuremberg,
Q63346226,member of the Steering Committee of the Constituent Assembly of India,
Q63349295,esports commentator,Shoutcaster|e-sports commentator|esport commentator|Esports commentator
Q63372748,Inspector general of Foreign affairs,inspectrice générale des affaires étrangères
Q63390544,juge de paix du canton de Vauvert,juge de paix de Vauvert
Q63400151,Sub-prefect of Alès,Sub-prefect of Ales
Q63479642,Procureur général près la cour d'appel de Nîmes,procureur général de Nîmes|procureuse générale près la cour d'appel de Nîmes|procureuse générale de Nîmes|procureuse générale près la CA de Nîmes|procureur général près la CA de Nîmes
Q63479795,président du conseil de prud'hommes de Nîmes,présidente du conseil de prud'hommes de Nîmes|présidente du CPH de Nîmes|président du CPH de Nîmes
Q63484303,perpetual secretary of the Académie de Nîmes,
Q63494766,Prefect of Western Attica,
Q63639518,Governor of Mozambique,
Q63642377,Governor of Cape Verde,Governor of Portuguese-Cape Verde
Q63643090,fado singer,singer of fado|fado vocalist
Q63676514,educational theorist,educationist|educationalist
Q63709741,commercial cleaner,
Q63755054,building contractor,construction contractor|contractor
Q63755505,employee of a public institution,
Q63758839,member of the departmental council of Corrèze,
Q63758843,member of the departmental council of Loire-Atlantique,
Q63758846,member of the departmental council of Seine-Maritime,
Q63758859,member of the departmental council of Puy-de-Dôme,
Q63758874,member of the departmental council of Creuse,
Q63758879,member of the departmental council of Isère,
Q63758885,member of the departmental council of Alpes-Maritimes,
Q63758902,member of the departmental council of Réunion,
Q63758909,member of the departmental council of Charente,
Q63758935,member of the departmental council of Mayenne,
Q63871547,President of the National-Liberal Party of Lebanon,
Q63959212,Prefect of Gironde,
Q63974512,bank risk manager,financial risk manager
Q63974739,Ancient Roman priestess,
Q64006849,emeritus auxiliary bishop,
Q64153576,Compiling employe,
Q64153806,Coordinating project planner,
Q64153827,Head of Israeli regional council,Heads of regional councils of Israel
Q64167528,editorial assistant,
Q64167626,first trumpet,
Q64169725,second viola,
Q64373948,mayor of Monaco,Maire de Monaco
Q64447812,Prefect of Haute-Vienne,
Q64449137,Prefect of Yvelines,
Q64495490,Presidente de la Junta Directiva del Hospital de San Salvador,President of the Board of Directors of the Hospital of San Salvador
Q64504687,limousine driver,limo driver
Q64515818,General Deputy of Biscay,
Q64576209,Undersecretary of State in the Dispatch of the Branch of Agriculture,
Q64576811,escheator,
Q64577621,Secretary of Organization of PSC,
Q64624734,magistrate of the Constitutional Court of Spain,
Q64691475,ambassador of Romania to Antigua and Barbuda,
Q64698460,ambassador of Romania to Belarus,
Q64698463,ambassador of Romania to Benin,
Q64698474,ambassador of Romania to Bhutan,
Q64698484,ambassador of Romania to Cyprus,
Q64698486,ambassador of Romania to Cameroon,
Q64698488,ambassador of Romania to the Central African Republic,
Q64698499,ambassador of Romania to Cambodia,
Q64698508,ambassador of Romania to Dominica,
Q64698604,ambassador of Romania to the Philippines,
Q64698628,ambassador of Romania to Guinea-Bissau,
Q64698647,ambassador of Romania to Haiti,
Q64698706,ambassador of Romania to Kenya,
Q64698763,ambassador of Romania to Nauru,
Q64699520,ambassador of Romania to Papua New Guinea,
Q64699540,ambassador of Romania to Singapore,
Q64699550,ambassador of Romania to São Tomé and Príncipe,
Q64699562,ambassador of Romania to Sweden,
Q64699570,ambassador of Romania to Togo,
Q64699579,ambassador of Romania to Uzbekistan,
Q64699581,ambassador of Romania to Tonga,
Q64699582,ambassador of Romania to Tuvalu,
Q64699585,ambassador of Romania to Vietnam,
Q64699628,ambassador of Romania to Libya,
Q64699630,ambassador of Romania to Lebanon,
Q64707992,circuit board assembler,
Q64814927,Mayor of Argol,
Q64814933,Mayor of Arzano,
Q64814974,Mayor of Cléder,
Q64814975,Mayor of Clohars-Carnoët,
Q64814986,Mayor of Combrit,
Q64814987,Mayor of Commana,
Q64814990,Mayor of Confort-Meilars,
Q64815033,Mayor of Hôpital-Camfrout,
Q64815037,Mayor of Île-de-Sein,
Q64815041,Mayor of Irvillac,
Q64815049,Mayor of Kersaint-Plabennec,
Q64815054,Mayor of La Martyre,
Q64815056,Mayor of Lampaul-Plouarzel,
Q64815059,Mayor of Landéda,
Q64815070,Mayor of Lannéanou,
Q64815075,Mayor of Lanvéoc,
Q64815087,Mayor of Le Trévoux,
Q64815122,Mayor of Plomelin,
Q64815125,Mayor of Plonéis,
Q64815165,Mayor of Port-Launay,
Q64815169,Mayor of Primelin,
Q64815173,Mayor of Rosnoën,
Q64815188,Mayor of Saint-Renan,
Q64815194,Mayor of Saint-Thonan,
Q64815203,Mayor of Scrignac,
Q64815209,Mayor of Tourch,
Q64815213,Mayor of Tréflévénez,
Q64825398,retired,retiree|pensioner|retirement|in retirement
Q64825422,stage manager,stage-manager|Stage Manager
Q64825659,Mayor of La Faloise,
Q64825671,Mayor of Saint-Pierre,
Q64825672,Mayor of Navailles-Angos,
Q64825687,Mayor of Dinan,
Q64825688,Mayor of Saint-Médard-de-Guizières,
Q64825691,Mayor of Provins,
Q64825693,Mayor of Alando,
Q64825696,Mayor of Bettant,
Q64825708,Mayor of Bénonces,
Q64825720,Mayor of Lanmodez,
Q64825721,Mayor of Saint-Vallier,
Q64825733,Mayor of Saint-Raphaël,
Q64825741,Mayor of Everly,
Q64825750,Mayor of Saint-Césaire-de-Gauzignan,
Q64825753,Mayor of Goussonville,
Q64825757,Mayor of Châtillon-sur-Seine,
Q64825762,Mayor of Tasso,
Q64825764,Mayor of Focicchia,
Q64825793,Mayor of Davron,
Q64825795,Mayor of Casamaccioli,
Q64825804,Mayor of Quenza,
Q64825806,Mayor of Ucciani,
Q64825842,Mayor of Sisco,
Q64825850,Mayor of Saint-Hilaire-d'Ozilhan,
Q64825854,Mayor of Fressac,
Q64825872,Mayor of Saint-Ange-le-Viel,
Q64825873,Mayor of Amponville,
Q64825900,Mayor of Fontarèches,
Q64825903,Mayor of Guitera-les-Bains,
Q64825919,Mayor of Collorgues,
Q64825926,Mayor of Bagnols-sur-Cèze,maire de Bagnols-sur-Cèze
Q64825927,Mayor of Barjac,
Q64825949,Mayor of Mourenx,
Q64825951,Mayor of Paimpol,
Q64825969,Mayor of Vers-Pont-du-Gard,
Q64825980,Mayor of Ampriani,
Q64825995,Mayor of Grossa,
Q64826003,Mayor of L'Île-Rousse,
Q64826004,Mayor of Neuvic,
Q64826005,Mayor of Théoule-sur-Mer,
Q64826010,Mayor of Quillebeuf-sur-Seine,
Q64826021,Mayor of Campi,
Q64826022,Mayor of L'Isle-sur-la-Sorgue,
Q64826023,Mayor of Vaison-la-Romaine,
Q64826032,Mayor of Limay,
Q64826045,Mayor of Marchamp,
Q64826055,Mayor of Ger,
Q64826056,Mayor of San-Lorenzo,
Q64826058,Mayor of Villevieille,
Q64826064,Mayor of Crolles,
Q64826071,Mayor of Morigny-Champigny,
Q64826076,Mayor of Prunelli-di-Casacconi,
Q64826078,Mayor of Santa-Reparata-di-Moriani,
Q64826099,Mayor of Goupillières,
Q64826107,Mayor of Cargiaca,
Q64826111,Mayor of Lewarde,
Q64826113,Mayor of Peri,
Q64826114,Mayor of Noceta,
Q64826121,Mayor of Mulcent,
Q64826124,Mayor of Bisinchi,
Q64826151,Mayor of Ville-di-Paraso,
Q64826158,Mayor of Monacia-d'Aullène,
Q64826169,Mayor of Santo-Pietro-di-Tenda,
Q64826171,Mayor of Poggio-Mezzana,
Q64826182,Mayor of Tarrano,
Q64826206,Mayor of Sarp,
Q64826208,Mayor of Volpajola,
Q64826213,Mayor of Méricourt,
Q64826215,Mayor of Juziers,
Q64826226,Mayor of Balogna,
Q64826230,Mayor of Soveria,
Q64826235,Mayor of Valcanville,
Q64826243,Mayor of Savenay,
Q64826256,Mayor of Chaleins,
Q64826261,Mayor of Cize,
Q64826282,Mayor of Saint-Laurent-la-Vernède,
Q64826284,Mayor of Saint-Jean-de-Serres,
Q64826291,Mayor of Luz-Saint-Sauveur,
Q64826307,Mayor of Sennecey-le-Grand,
Q64826318,Mayor of Pacé,
Q64826323,Mayor of Brangues,
Q64826330,Mayor of Capesterre-Belle-Eau,
Q64826338,Mayor of Cervières,
Q64826343,Mayor of Cozzano,
Q64826345,Mayor of Calacuccia,
Q64826354,Mayor of Le Thuit,
Q64826363,Mayor of Alata,
Q64826370,Mayor of Évisa,
Q64826402,Mayor of Sevelinges,
Q64826408,Mayor of Mausoléo,
Q64826415,Mayor of Poggio-di-Venaco,
Q64826417,Mayor of Omessa,
Q64826429,Mayor of Zévaco,
Q64826432,Mayor of Serra-di-Ferro,
Q64826442,Mayor of Anhiers,
Q64826444,Mayor of Chanceaux-près-Loches,
Q64826460,Mayor of Le Bourg-d'Iré,
Q64826478,Mayor of Stazzona,
Q64826480,Mayor of Solaro,
Q64826503,Mayor of San-Gavino-d'Ampugnani,
Q64826514,Mayor of Nandy,
Q64826518,Mayor of Claye-Souilly,
Q64826520,Mayor of Leudeville,
Q64826522,Mayor of Bonchamp-lès-Laval,
Q64826523,Mayor of Saint-Martin-d'Écublei,
Q64826529,Mayor of Trilbardou,
Q64826537,Mayor of Précy-sur-Marne,
Q64826547,Mayor of Marville,
Q64826555,Mayor of Villeroy,
Q64826556,Mayor of Perthes,
Q64826560,Mayor of Meilleray,
Q64826575,Mayor of Ichy,
Q64826580,Mayor of Sainte-Savine,
Q64826584,Mayor of Le Thillay,
Q64826588,Mayor of Saint-Leu,
Q64826594,Mayor of Notre-Dame-du-Vaudreuil,
Q64826599,Mayor of La Flèche,
Q64826605,Mayor of Yaté,
Q64826610,Mayor of Liernais,
Q64826616,Mayor of Creutzwald,
Q64831235,Librarian and Archivist of Canada,bibliothécaire et archiviste du Canada|bibliothecaire et archiviste du Canada
Q64988695,Prefect of Landes,
Q65018441,Gascon lord,
Q65027924,Mayor of Sonsonate,
Q65028408,Local Ordinary,
Q65037148,Mayor of Panama,
Q65041239,Mayor of Westland,
Q65041254,Mayor of Waikato,
Q65041499,Mayor of Waitaki,
Q65041503,Mayor of Kapiti Coast,
Q65041515,Mayor of Central Hawke's Bay,
Q65047268,First Lady of Kaduna State,
Q65048604,President of the Movement for Social Democracy,President of EDEK
Q65049901,Mayor of Douliu,mayors of Douliu
Q65052663,First Lady of Cyprus,
Q65059981,Mayor of Onehunga,
Q65063840,Speaker of the Kaduna State House of Assembly,
Q65083754,Chairmen of Privy Council of Japanese Empire,
Q65095391,President of National Popular Front,
Q65117043,President of Citizens' Alliance (Cyprus),
Q65123129,print publisher,publisher of prints
Q65167296,general secretary of university,general director of university
Q65178465,Mayor of Abbaretz,
Q65178474,Mayor of Abeilhan,
Q65178479,Mayor of Abère,
Q65178491,Mayor of Ablain-Saint-Nazaire,
Q65178494,Mayor of Ablainzevelle,
Q65178495,Mayor of Ablancourt,
Q65178499,"Mayor of Aboncourt, Meurthe-et-Moselle",
Q65178509,Mayor of Abos,
Q65178511,Mayor of Abos,
Q65178549,Mayor of Acigné,
Q65178554,Mayor of Acoua,
Q65178556,Mayor of Acq,
Q65178594,Mayor of Affléville,
Q65178599,Mayor of Affringues,
Q65178632,Mayor of Agonac,
Q65178640,Mayor of Aguilcourt,
Q65178643,Mayor of Ahaxe,
Q65178648,Mayor of Ahun,
Q65178656,Mayor of Aiglemont,
Q65178657,Mayor of Aiglepierre,
Q65178659,Mayor of Aiglun,
Q65178660,Mayor of Aignan,
Q65178672,Mayor of Aigre,
Q65178683,Mayor of Aigues-Juntes,
Q65178690,Mayor of Aiguines,
Q65178704,Mayor of Aillon-le-Jeune,
Q65178725,Mayor of Ainhoa,
Q65178745,Mayor of Airoux,
Q65178756,Mayor of Aïssey,
Q65178768,Mayor of Aix-en-Issart,
Q65178791,Mayor of Aizier,
Q65178804,Mayor of Ajoux,
Q65178815,Mayor of Alba-la-Romaine,
Q65178819,Mayor of Albaret-Sainte-Marie,
Q65178862,Mayor of Alembon,
Q65178867,Mayor of Alet-les-Bains,
Q65178874,Mayor of Aleyrac,
Q65178893,Mayor of Allain,
Q65178897,Mayor of Allaines-Mervilliers,
Q65178900,Mayor of Allaire,
Q65178903,Mayor of Allamps,
Q65178910,Mayor of Allas-Bocage,
Q65178925,Mayor of Allemans-du-Dropt,
Q65178957,Mayor of Allier,
Q65178962,Mayor of Allineuc,
Q65178964,Mayor of Allogny,
Q65178970,Mayor of Allonne,
Q65178971,Mayor of Allonnes,
Q65178986,Mayor of Almont-les-Junies,
Q65179004,Mayor of Althorn,
Q65179005,Mayor of Altier,
Q65179028,Mayor of Amange,
Q65179032,Mayor of Amanvillers,
Q65179035,Mayor of Amarens,
Q65179039,Mayor of Amazy,
Q65179040,Mayor of Ambacourt,
Q65179042,Mayor of Ambax,
Q65179048,Mayor of Ambérieux,
Q65179049,Mayor of Ambernac,
Q65179052,Mayor of Ambert,
Q65179055,Mayor of Ambialet,
Q65179061,Mayor of Amblainville,
Q65179063,Mayor of Ambleny,
Q65179069,Mayor of Ambly,
Q65179090,Mayor of Amel-sur-l'Étang,
Q65179099,Mayor of Ameuvelle,
Q65179103,Mayor of Amfreville-la-Mi-Voie,
Q65179117,Mayor of Ammertzwiller,
Q65179118,Mayor of Amné,
Q65179137,Mayor of Anceaumeville,
Q65179157,Mayor of Ancourteville-sur-Héricourt,
Q65179168,Mayor of Andainville,
Q65179178,Mayor of Andelarrot,
Q65179186,Mayor of Andernos-les-Bains,
Q65179212,Mayor of Andryes,
Q65179213,Mayor of Anéran-Camors,
Q65179224,Mayor of Angeot,
Q65179237,Mayor of Anglade,
Q65179246,Mayor of Anglemont,
Q65179248,Mayor of Angles,
Q65179258,Mayor of Angliers,
Q65179262,Mayor of Angluzelles-et-Courcelles,
Q65179269,Mayor of Angoumé,
Q65179287,Mayor of Anisy,
Q65179293,Mayor of Anla,
Q65179294,Mayor of Anlezy,
Q65179313,Mayor of Anneville-sur-Mer,
Q65179315,Mayor of Annezay,
Q65179320,Mayor of Annoisin-Chatelans,
Q65179326,Mayor of Annoville,
Q65179331,Mayor of Anoye,
Q65179335,Mayor of Ansac-sur-Vienne,
Q65179349,Mayor of Antagnac-Ruffiac,
Q65179350,Mayor of Anterrieux,
Q65179352,Mayor of Anteuil,
Q65179360,Mayor of Anthien,
Q65179362,Mayor of Anthy-sur-Léman,
Q65179384,Mayor of Antras,
Q65179386,Mayor of Antrenas,
Q65179399,Mayor of Anzin-Saint-Aubin,
Q65179405,Mayor of Aouze,
Q65179426,Mayor of Apremont-la-Forêt,
Q65179440,Mayor of Araules,
Q65179444,Mayor of Arbecey,
Q65179462,Mayor of Arboucave,
Q65179471,Mayor of Arc-en-Barrois,
Q65179493,Mayor of Archail-Draix,
Q65179500,Mayor of Archignac,
Q65179523,Mayor of Arconsat,
Q65179538,Mayor of Ardiège,
Q65179542,Mayor of Ardizas,
Q65179551,Mayor of Arengosse,
Q65179559,Mayor of Arfeuilles,
Q65179567,Mayor of Argein,
Q65179574,Mayor of Argelos,
Q65179580,Mayor of Argens-Minervois,
Q65179585,Mayor of Argentenay,
Q65179587,"Mayor of Argentine, Savoie",
Q65179594,Mayor of Argenton-les-Vallées,
Q65179603,Mayor of Argiésans,
Q65179622,Mayor of Arifat,
Q65179623,Mayor of Arignac,
Q65179626,Mayor of Arith,
Q65179646,Mayor of Armaillé,
Q65179659,Mayor of Armenteule,
Q65179676,Mayor of Arnancourt,
Q65179680,Mayor of Arnaville,
Q65179692,Mayor of Aroffe,
Q65179693,Mayor of Aromas,
Q65179697,Mayor of Aroz,
Q65179700,Mayor of Arpavon,
Q65179707,Mayor of Arques,
Q65179714,Mayor of Arrabloy,
Q65179717,Mayor of Arraincourt,
Q65179727,Mayor of Arraye-et-Han,
Q65179730,Mayor of Arraziguet,
Q65179735,Mayor of Arrènes,
Q65179755,Mayor of Arros,
Q65179763,Mayor of Arry,
Q65179767,Mayor of Ars-en-Ré,
Q65179769,Mayor of Ars-les-Favets,
Q65179784,Mayor of Artannes-sur-Indre,
Q65179797,Mayor of Arthez-d'Armagnac,
Q65179811,Mayor of Artiguedieu,
Q65179814,Mayor of Artiguemy,
Q65179818,Mayor of Artigues,
Q65179830,Mayor of Arutua,
Q65179840,Mayor of Arx,
Q65179849,Mayor of Arzenc-de-Randon,
Q65179852,Mayor of Arzens,
Q65179853,Mayor of Arzillières-Neuville,
Q65179854,Mayor of Arzon,
Q65179855,Mayor of Arzviller,
Q65179859,Mayor of Ascain,
Q65179861,Mayor of Aschbach,
Q65179871,Mayor of Aslonnes,
Q65179888,Mayor of Asnières-sur-Vègre,
Q65179889,Mayor of Asnois,
Q65179901,Mayor of Aspin-en-Lavedan,
Q65179907,Mayor of Aspres-lès-Corps,
Q65179920,Mayor of Assainvillers,
Q65179929,Mayor of Assenay,
Q65179934,Mayor of Assevillers,
Q65179948,Mayor of Astaffort,
Q65179971,Mayor of Athies,
Q65179987,Mayor of Attignéville,
Q65179989,Mayor of Attigny,
Q65179995,Mayor of Attricourt,
Q65179997,Mayor of Aubagnan,
Q65180000,Mayor of Aubarède,
Q65180001,Mayor of Aubas,
Q65180006,Mayor of Aubenas-les-Alpes,
Q65180008,Mayor of Aubencheul-au-Bac,
Q65180020,Mayor of Aubertin,
Q65180038,Mayor of Aubigné,
Q65180040,Mayor of Aubigné-sur-Layon,
Q65180045,Mayor of Aubigny,
Q65180048,Mayor of Aubigny,
Q65180054,Mayor of Aubigny-en-Laonnois,
Q65180072,Mayor of Aubres,
Q65180081,Mayor of Aubusson-d'Auvergne,
Q65180083,Mayor of Auby,
Q65180093,Mayor of Auchy-lès-Hesdin,
Q65180107,Mayor of Audeville,
Q65180109,Mayor of Audignies,
Q65180119,Mayor of Audresselles,
Q65180124,Mayor of Auenheim,
Q65180130,Mayor of Auge,
Q65180135,Mayor of Auger-Saint-Vincent,
Q65180146,Mayor of Augnat,
Q65180147,Mayor of Augnax,
Q65180158,Mayor of Aujols,
Q65180161,Mayor of Aulnay,
Q65180165,Mayor of Aulnay-la-Rivière,
Q65180180,Mayor of Aulos,
Q65180200,Mayor of Aunat,
Q65180208,Mayor of Auneuil,
Q65180225,Mayor of Aurel,
Q65180237,Mayor of Auriac-du-Périgord,
Q65180251,Mayor of Aurimont,
Q65180273,Mayor of Aussonne,
Q65180275,Mayor of Aussurucq,
Q65180278,Mayor of Autechaux-Roide,
Q65180286,Mayor of Autevielle,
Q65180293,Mayor of Autheuil-en-Valois,
Q65180298,Mayor of Authie,
Q65180331,Mayor of Autremencourt,
Q65180337,Mayor of Autréville-Saint-Lambert,
Q65180342,Mayor of Autrey-le-Vay,
Q65180347,Mayor of Autruy-sur-Juine,
Q65180355,Mayor of Auvers,
Q65180358,Mayor of Auverse,
Q65180368,Mayor of Aux-Aussat,
Q65180369,Mayor of Auxais,
Q65180377,Mayor of Auxon,
Q65180380,Mayor of Auxon-Dessus,
Q65180381,Mayor of Auxonne,
Q65180391,Mayor of Auzebosc,
Q65180393,Mayor of Auzers,
Q65180402,Mayor of Auzouville-l'Esneval,
Q65180412,Mayor of Avanne-Aveney,
Q65180413,Mayor of Avant-lès-Marcilly,
Q65180428,Mayor of Avensac,
Q65180455,Mayor of Avezan,
Q65180461,Mayor of Avignonet,
Q65180463,Mayor of Avillers,
Q65180468,Mayor of Avion,
Q65180475,Mayor of Avocourt,
Q65180478,Mayor of Avoise,
Q65180481,Mayor of Avon-la-Pèze,
Q65180482,Mayor of Avon-les-Roches,
Q65180483,Mayor of Avondance,
Q65180489,Mayor of Avrainville,
Q65180506,Mayor of Avril,
Q65180514,Mayor of Avrilly,
Q65180516,Mayor of Avroult,
Q65180519,Mayor of Awoingt,
Q65180520,Mayor of Ax-les-Thermes,
Q65180526,Mayor of Aydat,
Q65180527,Mayor of Aydie,
Q65180528,Mayor of Aydius,
Q65180533,Mayor of Ayguatébia-Talau,
Q65180536,Mayor of Ayguetinte,
Q65180543,Mayor of Ayze,
Q65180547,Mayor of Azannes-et-Soumazannes,
Q65180553,Mayor of Azay-sur-Cher,
Q65180554,Mayor of Azay-sur-Indre,
Q65180558,Mayor of Azé,
Q65180560,Mayor of Azelot,
Q65180561,Mayor of Azerables,
Q65180573,Mayor of Azoudange,
Q65180575,Mayor of Azy,
Q65180596,Mayor of Bacquepuis,
Q65180601,Mayor of Badecon-le-Pin,
Q65180605,Mayor of Badens,
Q65180616,Mayor of Bâgé-la-Ville,
Q65180629,Mayor of Bagneux,
Q65180632,Mayor of Bagnizeau,
Q65180636,Mayor of Bagnols,
Q65180644,Mayor of Bahais,
Q65180681,Mayor of Bailly-en-Rivière,
Q65180689,Mayor of Bainville-aux-Miroirs,
Q65180700,Mayor of Baizieux,
Q65180702,Mayor of Bajamont,
Q65180719,Mayor of Balaruc-le-Vieux,
Q65180720,Mayor of Balaruc-les-Bains,
Q65180721,Mayor of Balâtre,
Q65180722,Mayor of Balazuc,
Q65180730,Mayor of Balesmes-sur-Marne,
Q65180731,Mayor of Balesta,
Q65180745,Mayor of Ballan,
Q65180752,Mayor of Ballersdorf,
Q65180755,Mayor of Ballon,
Q65180760,Mayor of Balnot-la-Grange,
Q65180768,Mayor of Bambecque,
Q65180783,Mayor of Banios,
Q65180785,Mayor of Bannans,
Q65180788,Mayor of Bannay,
Q65180791,Mayor of Bannes,
Q65180792,Mayor of Bannes,
Q65180808,Special Rapporteur on the negative impact of unilateral coercive measures,
Q65180813,Mayor of Banville,
Q65180816,Mayor of Baon,
Q65180830,Mayor of Barbachen,
Q65180836,Mayor of Barbâtre,
Q65180837,Mayor of Barbazan,
Q65180851,Mayor of Barbezières,
Q65180873,Mayor of Bardigues,
Q65180878,Mayor of Bareilles,
Q65180895,Mayor of Barinque,
Q65180896,Mayor of Barisey-au-Plain,
Q65180915,Mayor of Barneville-Carteret,
Q65180924,Mayor of Baronville,
Q65180946,Mayor of Barricourt,
Q65180952,Mayor of Bars,
Q65180957,Mayor of Barthe,
Q65180965,Mayor of Barzan,
Q65180982,Mayor of Bassac,
Q65180999,Mayor of Bassignac-le-Bas,
Q65181001,Mayor of Bassigney,
Q65181004,Mayor of Bassillon-Vauzé,
Q65181005,Mayor of Bassing,
Q65181012,Mayor of Bassurels,
Q65181019,Mayor of Bathelémont,
Q65181025,Mayor of Batilly-en-Gâtinais,
Q65181031,Mayor of Battenans-Varin,
Q65181033,Mayor of Battexey,
Q65181035,Mayor of Battrans,
Q65181037,Mayor of Batzendorf,
Q65181053,Mayor of Baudres,
Q65181055,Mayor of Baudreville,
Q65181060,Mayor of Baugé-en-Anjou,
Q65181074,Mayor of Bauné,
Q65181077,Mayor of Baurech,
Q65181091,Mayor of Bax,
Q65181105,Mayor of Bayet,
Q65181111,Mayor of Bayonvillers,
Q65181112,Mayor of Bazac,
Q65181122,Mayor of Bazeilles,
Q65181124,Mayor of Bazeilles-sur-Othain,
Q65181126,Mayor of Bazens,
Q65181128,Mayor of Bazenville,
Q65181134,Mayor of Bazincourt-Montplonne,
Q65181141,Mayor of Bazoches-en-Dunois,
Q65181142,Mayor of Bazoches-les-Gallerandes,
Q65181182,Mayor of Beauchemin,
Q65181186,Mayor of Beaucoudray,
Q65181192,Mayor of Beaudéan,
Q65181195,Mayor of Beaudricourt,
Q65181203,Mayor of Beaufort,
Q65181204,Mayor of Beaufort,
Q65181207,Mayor of Beaufort-Blavincourt,
Q65181226,Mayor of Beaulieu,
Q65181233,Mayor of Beaulieu,
Q65181238,Mayor of Beaulieu-en-Argonne,
Q65181244,Mayor of Beaulieu-sur-Dordogne,
Q65181247,Mayor of Beaulieu-sur-Loire,
Q65181251,Mayor of Beaulon,
Q65181258,Mayor of Beaumes-de-Venise,
Q65181261,Mayor of Beaumetz,
Q65181271,Mayor of Beaumont,
Q65181281,Mayor of Beaumont-en-Auge,
Q65181289,Mayor of Beaumont-Hamel,
Q65181304,Mayor of Beaumont-sur-Dême,
Q65181330,Mayor of Beaurecueil,
Q65181334,Mayor of Beauregard-et-Bassac,
Q65181335,Mayor of Beauregard-Vendon,
Q65181348,Mayor of Beaussais-Vitré,
Q65181354,Mayor of Beautot,
Q65181356,Mayor of Beauvais-sur-Matha,
Q65181365,Mayor of Beauvezer,
Q65181384,Mayor of Beauvoisin,
Q65181394,Mayor of Béchamps,
Q65181399,Mayor of Bécon-les-Granits,
Q65181404,Mayor of Bédarrides,
Q65181419,Mayor of Bégaar,
Q65181432,Mayor of Béguios,
Q65181435,Mayor of Béhasque-Lapiste,
Q65181442,Mayor of Béhuard,
Q65181445,Mayor of Beine,
Q65181450,Mayor of Beissat,
Q65181458,Mayor of Belbèze-en-Comminges,
Q65181462,Mayor of Belcastel,
Q65181463,Mayor of Belcastel,
Q65181495,Mayor of Bellebrune,
Q65181502,Mayor of Bellefond,
Q65181503,Mayor of Bellefond,
Q65181519,Mayor of Bellegarde-Poussieu,
Q65181525,Mayor of Bellencombre,
Q65181526,Mayor of Belleneuve,
Q65181558,Mayor of Bellignies,
Q65181574,Mayor of Belmont,
Q65181584,Mayor of Belmont-lès-Darney,
Q65181589,Mayor of Belmont-Tramonet,
Q65181590,Mayor of Belmontet,
Q65181601,Mayor of Belval-Bois-des-Dames,
Q65181634,Mayor of Bénesse-lès-Dax,
Q65181643,Mayor of Benfeld,
Q65181650,Mayor of Benney,
Q65181659,Mayor of Benque-Dessous-et-Dessus,
Q65181686,Mayor of Berentzwiller,
Q65181688,Mayor of Bérérenx,
Q65181692,Mayor of Berganty,
